#version,serial,flight,time,state,state_name,acceleration,pressure,altitude,height,speed,temperature,drogue_voltage,main_voltage,battery_voltage
6, 10143, 3,    -0.14, 3,   boost,   16.73,  87149.00, 1253.15,   23.20,   24.03, 41.4, 4.17, 4.14, 4.09
6, 10143, 3,    -0.13, 3,   boost,   17.60,  87152.00, 1252.86,   22.92,   24.37, 41.4, 4.17, 4.14, 4.09
6, 10143, 3,    -0.12, 3,   boost,   18.51,  87155.00, 1252.58,   22.64,   24.71, 41.4, 4.17, 4.14, 4.09
6, 10143, 3,    -0.11, 3,   boost,   19.44,  87156.00, 1252.49,   22.54,   25.05, 41.4, 4.17, 4.14, 4.09
6, 10143, 3,    -0.10, 3,   boost,   20.40,  87134.00, 1254.56,   24.61,   25.40, 41.4, 4.17, 4.14, 4.09
6, 10143, 3,    -0.09, 3,   boost,   21.39,  87133.00, 1254.65,   24.71,   25.75, 41.4, 4.17, 4.14, 4.09
6, 10143, 3,    -0.08, 3,   boost,   22.40,  87134.00, 1254.56,   24.61,   26.11, 41.4, 4.17, 4.14, 4.09
6, 10143, 3,    -0.07, 3,   boost,   23.44,  87129.00, 1255.03,   25.08,   26.47, 41.4, 4.17, 4.12, 4.09
6, 10143, 3,    -0.06, 3,   boost,   24.49,  87120.00, 1255.87,   25.93,   26.83, 41.4, 4.17, 4.14, 4.09
6, 10143, 3,    -0.05, 3,   boost,   25.57,  87114.00, 1256.44,   26.50,   27.19, 41.4, 4.17, 4.14, 4.11
6, 10143, 3,    -0.04, 3,   boost,   26.65,  87116.00, 1256.25,   26.31,   27.56, 41.4, 4.17, 4.12, 4.09
6, 10143, 3,    -0.03, 3,   boost,   27.74,  87102.00, 1257.57,   27.62,   27.94, 41.4, 4.17, 4.14, 4.09
6, 10143, 3,    -0.02, 3,   boost,   28.84,  87104.00, 1257.38,   27.44,   28.32, 41.4, 4.17, 4.14, 4.09
6, 10143, 3,    -0.01, 3,   boost,   29.93,  87104.00, 1257.38,   27.44,   28.70, 41.4, 4.17, 4.12, 4.09
6, 10143, 3,     0.00, 3,   boost,   31.02,  87103.00, 1257.47,   27.53,   29.08, 41.4, 4.17, 4.14, 4.09
6, 10143, 3,     0.00, 3,   boost,   31.02,  87103.00, 1257.47,   27.53,   29.08, 41.4, 4.17, 4.14, 4.09
6, 10143, 3,     0.00, 3,   boost,   31.02,  87103.00, 1257.47,   27.53,   29.08, 41.4, 4.17, 4.14, 4.09
6, 10143, 3,     0.00, 3,   boost,   31.02,  87103.00, 1257.47,   27.53,   29.08, 41.4, 4.17, 4.14, 4.09
6, 10143, 3,     0.00, 3,   boost,   31.02,  87103.00, 1257.47,   27.53,   29.08, 41.4, 4.17, 4.14, 4.09
6, 10143, 3,     0.00, 3,   boost,   31.02,  87103.00, 1257.47,   27.53,   29.08, 41.4, 4.17, 4.14, 4.09
6, 10143, 3,     0.00, 3,   boost,   31.02,  87103.00, 1257.47,   27.53,   29.08, 41.4, 4.17, 4.14, 4.09
6, 10143, 3,     0.00, 3,   boost,   31.02,  87103.00, 1257.47,   27.53,   29.08, 41.4, 4.17, 4.14, 4.09
6, 10143, 3,     0.00, 3,   boost,   31.02,  87103.00, 1257.47,   27.53,   29.08, 41.4, 4.17, 4.14, 4.09
6, 10143, 3,     0.00, 3,   boost,   31.02,  87103.00, 1257.47,   27.53,   29.08, 41.4, 4.17, 4.14, 4.09
6, 10143, 3,     0.00, 3,   boost,   31.02,  87103.00, 1257.47,   27.53,   29.08, 41.4, 4.17, 4.14, 4.09
6, 10143, 3,     0.00, 3,   boost,   31.02,  87103.00, 1257.47,   27.53,   29.08, 41.4, 4.17, 4.14, 4.09
6, 10143, 3,     0.00, 3,   boost,   31.02,  87103.00, 1257.47,   27.53,   29.08, 41.4, 4.17, 4.14, 4.09
6, 10143, 3,     0.00, 3,   boost,   31.02,  87103.00, 1257.47,   27.53,   29.08, 41.4, 4.17, 4.14, 4.09
6, 10143, 3,     0.00, 3,   boost,   31.02,  87103.00, 1257.47,   27.53,   29.08, 41.4, 4.17, 4.14, 4.09
6, 10143, 3,     0.00, 3,   boost,   31.02,  87103.00, 1257.47,   27.53,   29.08, 41.4, 4.17, 4.14, 4.09
6, 10143, 3,     0.00, 3,   boost,   31.02,  87103.00, 1257.47,   27.53,   29.08, 41.4, 4.17, 4.14, 4.09
6, 10143, 3,     0.01, 3,   boost,   32.10,  87091.00, 1258.60,   28.66,   29.47, 41.4, 4.17, 4.14, 4.09
6, 10143, 3,     0.02, 3,   boost,   33.16,  87089.00, 1258.79,   28.85,   29.86, 41.4, 4.17, 4.14, 4.09
6, 10143, 3,     0.03, 3,   boost,   34.20,  87081.00, 1259.54,   29.60,   30.26, 41.4, 4.17, 4.14, 4.09
6, 10143, 3,     0.04, 3,   boost,   35.22,  87076.00, 1260.01,   30.07,   30.66, 41.4, 4.17, 4.14, 4.09
6, 10143, 3,     0.05, 3,   boost,   36.20,  87069.00, 1260.67,   30.73,   31.06, 41.4, 4.17, 4.14, 4.09
6, 10143, 3,     0.06, 3,   boost,   37.14,  87074.00, 1260.20,   30.26,   31.47, 41.4, 4.17, 4.14, 4.11
6, 10143, 3,     0.07, 3,   boost,   38.04,  87075.00, 1260.11,   30.16,   31.88, 41.4, 4.17, 4.14, 4.09
6, 10143, 3,     0.08, 3,   boost,   38.90,  87067.00, 1260.86,   30.92,   32.29, 41.4, 4.17, 4.14, 4.12
6, 10143, 3,     0.09, 3,   boost,   39.70,  87062.00, 1261.33,   31.39,   32.71, 41.4, 4.17, 4.14, 4.09
6, 10143, 3,     0.10, 3,   boost,   40.46,  87069.00, 1260.67,   30.73,   33.13, 41.4, 4.15, 4.14, 4.11
6, 10143, 3,     0.11, 3,   boost,   41.16,  87045.00, 1262.93,   32.99,   33.55, 41.4, 4.17, 4.14, 4.11
6, 10143, 3,     0.12, 3,   boost,   41.80,  87045.00, 1262.93,   32.99,   33.98, 41.4, 4.17, 4.14, 4.11
6, 10143, 3,     0.13, 3,   boost,   42.39,  87051.00, 1262.37,   32.42,   34.41, 41.4, 4.17, 4.14, 4.09
6, 10143, 3,     0.14, 3,   boost,   42.92,  87041.00, 1263.31,   33.37,   34.85, 41.3, 4.17, 4.14, 4.09
6, 10143, 3,     0.15, 3,   boost,   43.40,  87039.00, 1263.50,   33.55,   35.28, 41.4, 4.17, 4.14, 4.09
6, 10143, 3,     0.16, 3,   boost,   43.82,  87037.00, 1263.68,   33.74,   35.72, 41.3, 4.17, 4.14, 4.09
6, 10143, 3,     0.17, 3,   boost,   44.19,  87039.00, 1263.50,   33.55,   36.17, 41.4, 4.17, 4.14, 4.09
6, 10143, 3,     0.18, 3,   boost,   44.51,  87027.00, 1264.63,   34.68,   36.61, 41.4, 4.17, 4.14, 4.09
6, 10143, 3,     0.19, 3,   boost,   44.79,  87027.00, 1264.63,   34.68,   37.06, 41.4, 4.17, 4.14, 4.09
6, 10143, 3,     0.20, 3,   boost,   45.03,  87011.00, 1266.13,   36.19,   37.51, 41.4, 4.17, 4.14, 4.09
6, 10143, 3,     0.21, 3,   boost,   45.23,  87006.00, 1266.60,   36.66,   37.96, 41.4, 4.17, 4.14, 4.11
6, 10143, 3,     0.22, 3,   boost,   45.40,  86999.00, 1267.26,   37.32,   38.41, 41.4, 4.17, 4.14, 4.11
6, 10143, 3,     0.23, 3,   boost,   45.54,  86999.00, 1267.26,   37.32,   38.87, 41.4, 4.15, 4.12, 4.11
6, 10143, 3,     0.24, 3,   boost,   45.66,  86995.00, 1267.64,   37.70,   39.33, 41.3, 4.15, 4.14, 4.09
6, 10143, 3,     0.25, 3,   boost,   45.76,  87002.00, 1266.98,   37.04,   39.79, 41.3, 4.17, 4.14, 4.09
6, 10143, 3,     0.26, 3,   boost,   45.85,  86993.00, 1267.83,   37.88,   40.25, 41.3, 4.18, 4.14, 4.09
6, 10143, 3,     0.27, 3,   boost,   45.93,  86992.00, 1267.92,   37.98,   40.71, 41.3, 4.17, 4.14, 4.11
6, 10143, 3,     0.28, 3,   boost,   46.01,  86985.00, 1268.58,   38.64,   41.17, 41.3, 4.17, 4.14, 4.09
6, 10143, 3,     0.29, 3,   boost,   46.08,  86978.00, 1269.24,   39.30,   41.64, 41.3, 4.17, 4.14, 4.09
6, 10143, 3,     0.30, 3,   boost,   46.15,  86970.00, 1269.99,   40.05,   42.11, 41.3, 4.17, 4.12, 4.09
6, 10143, 3,     0.31, 3,   boost,   46.23,  86970.00, 1269.99,   40.05,   42.58, 41.3, 4.17, 4.14, 4.09
6, 10143, 3,     0.32, 3,   boost,   46.31,  86972.00, 1269.81,   39.86,   43.05, 41.3, 4.17, 4.14, 4.11
6, 10143, 3,     0.33, 3,   boost,   46.40,  86958.00, 1271.12,   41.18,   43.52, 41.3, 4.17, 4.14, 4.11
6, 10143, 3,     0.34, 3,   boost,   46.49,  86958.00, 1271.12,   41.18,   44.00, 41.3, 4.17, 4.14, 4.11
6, 10143, 3,     0.35, 3,   boost,   46.59,  86958.00, 1271.12,   41.18,   44.48, 41.3, 4.15, 4.12, 4.09
6, 10143, 3,     0.36, 3,   boost,   46.70,  86940.00, 1272.82,   42.88,   44.96, 41.3, 4.17, 4.14, 4.09
6, 10143, 3,     0.37, 3,   boost,   46.79,  86945.00, 1272.35,   42.41,   45.44, 41.3, 4.17, 4.14, 4.09
6, 10143, 3,     0.38, 3,   boost,   46.88,  86930.00, 1273.76,   43.82,   45.92, 41.3, 4.17, 4.14, 4.09
6, 10143, 3,     0.39, 3,   boost,   46.96,  86923.00, 1274.42,   44.48,   46.41, 41.3, 4.17, 4.14, 4.09
6, 10143, 3,     0.40, 3,   boost,   47.03,  86921.00, 1274.61,   44.67,   46.89, 41.3, 4.17, 4.14, 4.09
6, 10143, 3,     0.41, 3,   boost,   47.09,  86913.00, 1275.36,   45.42,   47.38, 41.3, 4.15, 4.14, 4.11
6, 10143, 3,     0.42, 3,   boost,   47.14,  86906.00, 1276.02,   46.08,   47.87, 41.3, 4.15, 4.14, 4.09
6, 10143, 3,     0.43, 3,   boost,   47.18,  86905.00, 1276.12,   46.18,   48.36, 41.3, 4.17, 4.12, 4.11
6, 10143, 3,     0.44, 3,   boost,   47.21,  86884.00, 1278.10,   48.16,   48.84, 41.3, 4.17, 4.14, 4.11
6, 10143, 3,     0.45, 3,   boost,   47.23,  86884.00, 1278.10,   48.16,   49.33, 41.3, 4.17, 4.14, 4.11
6, 10143, 3,     0.46, 3,   boost,   47.24,  86875.00, 1278.95,   49.00,   49.82, 41.3, 4.17, 4.14, 4.09
6, 10143, 3,     0.47, 3,   boost,   47.25,  86882.00, 1278.29,   48.34,   50.32, 41.3, 4.17, 4.14, 4.09
6, 10143, 3,     0.48, 3,   boost,   47.24,  86868.00, 1279.61,   49.66,   50.81, 41.3, 4.17, 4.14, 4.11
6, 10143, 3,     0.49, 3,   boost,   47.22,  86861.00, 1280.27,   50.32,   51.30, 41.3, 4.15, 4.14, 4.09
6, 10143, 3,     0.50, 3,   boost,   47.19,  86837.00, 1282.53,   52.59,   51.79, 41.3, 4.17, 4.12, 4.09
6, 10143, 3,     0.51, 3,   boost,   47.16,  86832.00, 1283.00,   53.06,   52.28, 41.3, 4.17, 4.14, 4.09
6, 10143, 3,     0.52, 3,   boost,   47.11,  86818.00, 1284.32,   54.38,   52.77, 41.3, 4.17, 4.14, 4.09
6, 10143, 3,     0.53, 3,   boost,   47.05,  86813.00, 1284.79,   54.85,   53.26, 41.3, 4.17, 4.14, 4.09
6, 10143, 3,     0.54, 3,   boost,   46.99,  86802.00, 1285.83,   55.89,   53.75, 41.3, 4.17, 4.14, 4.09
6, 10143, 3,     0.55, 3,   boost,   46.91,  86798.00, 1286.21,   56.27,   54.23, 41.3, 4.17, 4.12, 4.11
6, 10143, 3,     0.56, 3,   boost,   46.82,  86798.00, 1286.21,   56.27,   54.72, 41.3, 4.17, 4.12, 4.11
6, 10143, 3,     0.57, 3,   boost,   46.73,  86774.00, 1288.47,   58.53,   55.21, 41.3, 4.15, 4.14, 4.09
6, 10143, 3,     0.58, 3,   boost,   46.62,  86762.00, 1289.61,   59.66,   55.69, 41.3, 4.17, 4.14, 4.09
6, 10143, 3,     0.59, 3,   boost,   46.51,  86746.00, 1291.12,   61.17,   56.18, 41.3, 4.17, 4.14, 4.09
6, 10143, 3,     0.60, 3,   boost,   46.39,  86749.00, 1290.83,   60.89,   56.66, 41.3, 4.17, 4.14, 4.09
6, 10143, 3,     0.61, 3,   boost,   46.25,  86722.00, 1293.38,   63.44,   57.14, 41.3, 4.17, 4.14, 4.11
6, 10143, 3,     0.62, 3,   boost,   46.11,  86728.00, 1292.82,   62.87,   57.62, 41.3, 4.17, 4.14, 4.11
6, 10143, 3,     0.63, 3,   boost,   45.96,  86722.00, 1293.38,   63.44,   58.10, 41.3, 4.20, 4.12, 4.09
6, 10143, 3,     0.64, 3,   boost,   45.80,  86708.00, 1294.71,   64.76,   58.58, 41.3, 4.17, 4.14, 4.09
6, 10143, 3,     0.65, 3,   boost,   45.63,  86689.00, 1296.50,   66.56,   59.06, 41.3, 4.17, 4.14, 4.11
6, 10143, 3,     0.66, 3,   boost,   45.45,  86679.00, 1297.44,   67.50,   59.53, 41.3, 4.17, 4.14, 4.12
6, 10143, 3,     0.67, 3,   boost,   45.27,  86679.00, 1297.44,   67.50,   60.00, 41.3, 4.17, 4.14, 4.11
6, 10143, 3,     0.68, 3,   boost,   45.07,  86658.00, 1299.43,   69.49,   60.47, 41.3, 4.15, 4.14, 4.09
6, 10143, 3,     0.69, 3,   boost,   44.87,  86647.00, 1300.47,   70.52,   60.93, 41.3, 4.17, 4.14, 4.11
6, 10143, 3,     0.70, 3,   boost,   44.66,  86642.00, 1300.94,   71.00,   61.40, 41.3, 4.17, 4.14, 4.09
6, 10143, 3,     0.71, 3,   boost,   44.44,  86632.00, 1301.88,   71.94,   61.86, 41.3, 4.17, 4.14, 4.09
6, 10143, 3,     0.72, 3,   boost,   44.22,  86630.00, 1302.07,   72.13,   62.32, 41.3, 4.17, 4.12, 4.09
6, 10143, 3,     0.73, 3,   boost,   43.99,  86625.00, 1302.55,   72.60,   62.77, 41.3, 4.17, 4.14, 4.09
6, 10143, 3,     0.74, 3,   boost,   43.75,  86617.00, 1303.30,   73.36,   63.22, 41.3, 4.17, 4.14, 4.09
6, 10143, 3,     0.75, 3,   boost,   43.50,  86612.00, 1303.77,   73.83,   63.67, 41.3, 4.17, 4.12, 4.11
6, 10143, 3,     0.76, 3,   boost,   43.25,  86606.00, 1304.34,   74.40,   64.12, 41.3, 4.17, 4.14, 4.11
6, 10143, 3,     0.77, 3,   boost,   42.99,  86599.00, 1305.00,   75.06,   64.56, 41.3, 4.15, 4.14, 4.11
6, 10143, 3,     0.78, 3,   boost,   42.73,  86599.00, 1305.00,   75.06,   64.99, 41.3, 4.17, 4.14, 4.11
6, 10143, 3,     0.79, 3,   boost,   42.46,  86588.00, 1306.04,   76.10,   65.43, 41.3, 4.15, 4.14, 4.09
6, 10143, 3,     0.80, 3,   boost,   42.19,  86585.00, 1306.33,   76.38,   65.86, 41.3, 4.17, 4.14, 4.09
6, 10143, 3,     0.81, 3,   boost,   41.91,  86577.00, 1307.08,   77.14,   66.29, 41.3, 4.17, 4.14, 4.09
6, 10143, 3,     0.82, 3,   boost,   41.62,  86568.00, 1307.93,   77.99,   66.72, 41.3, 4.17, 4.14, 4.09
6, 10143, 3,     0.83, 3,   boost,   41.34,  86568.00, 1307.93,   77.99,   67.14, 41.3, 4.17, 4.14, 4.09
6, 10143, 3,     0.84, 3,   boost,   41.05,  86558.00, 1308.88,   78.94,   67.56, 41.3, 4.17, 4.14, 4.09
6, 10143, 3,     0.85, 3,   boost,   40.75,  86548.00, 1309.83,   79.88,   67.98, 41.3, 4.17, 4.14, 4.09
6, 10143, 3,     0.86, 3,   boost,   40.45,  86537.00, 1310.87,   80.92,   68.39, 41.3, 4.17, 4.14, 4.09
6, 10143, 3,     0.87, 3,   boost,   40.15,  86534.00, 1311.15,   81.21,   68.80, 41.3, 4.17, 4.14, 4.09
6, 10143, 3,     0.88, 3,   boost,   39.85,  86532.00, 1311.34,   81.40,   69.20, 41.3, 4.17, 4.14, 4.11
6, 10143, 3,     0.89, 3,   boost,   39.55,  86532.00, 1311.34,   81.40,   69.61, 41.3, 4.17, 4.14, 4.11
6, 10143, 3,     0.90, 3,   boost,   39.24,  86526.00, 1311.91,   81.96,   70.01, 41.3, 4.15, 4.14, 4.09
6, 10143, 3,     0.91, 3,   boost,   38.93,  86514.00, 1313.04,   83.10,   70.40, 41.3, 4.17, 4.14, 4.09
6, 10143, 3,     0.92, 3,   boost,   38.62,  86514.00, 1313.04,   83.10,   70.79, 41.3, 4.17, 4.14, 4.09
6, 10143, 3,     0.93, 3,   boost,   38.31,  86509.00, 1313.51,   83.57,   71.18, 41.3, 4.17, 4.14, 4.09
6, 10143, 3,     0.94, 3,   boost,   38.00,  86496.00, 1314.74,   84.80,   71.57, 41.3, 4.17, 4.14, 4.09
6, 10143, 3,     0.95, 3,   boost,   37.69,  86500.00, 1314.37,   84.42,   71.95, 41.3, 4.17, 4.14, 4.09
6, 10143, 3,     0.96, 3,   boost,   37.38,  86489.00, 1315.41,   85.47,   72.33, 41.3, 4.17, 4.14, 4.09
6, 10143, 3,     0.97, 3,   boost,   37.08,  86492.00, 1315.12,   85.18,   72.70, 41.3, 4.17, 4.14, 4.09
6, 10143, 3,     0.98, 3,   boost,   36.77,  86485.00, 1315.79,   85.84,   73.07, 41.3, 4.17, 4.14, 4.09
6, 10143, 3,     0.99, 3,   boost,   36.46,  86479.00, 1316.35,   86.41,   73.43, 41.3, 4.17, 4.14, 4.12
6, 10143, 3,     1.00, 3,   boost,   36.16,  86479.00, 1316.35,   86.41,   73.80, 41.3, 4.17, 4.14, 4.11
6, 10143, 3,     1.01, 3,   boost,   35.86,  86477.00, 1316.54,   86.60,   74.15, 41.3, 4.15, 4.14, 4.09
6, 10143, 3,     1.02, 3,   boost,   35.56,  86465.00, 1317.68,   87.74,   74.51, 41.3, 4.17, 4.14, 4.09
6, 10143, 3,     1.03, 3,   boost,   35.26,  86464.00, 1317.77,   87.83,   74.86, 41.3, 4.17, 4.14, 4.09
6, 10143, 3,     1.04, 3,   boost,   34.97,  86447.00, 1319.38,   89.44,   75.21, 41.3, 4.17, 4.14, 4.09
6, 10143, 3,     1.05, 3,   boost,   34.68,  86440.00, 1320.05,   90.10,   75.55, 41.3, 4.17, 4.14, 4.09
6, 10143, 3,     1.06, 3,   boost,   34.39,  86436.00, 1320.42,   90.48,   75.89, 41.3, 4.18, 4.14, 4.09
6, 10143, 3,     1.07, 3,   boost,   34.11,  86435.00, 1320.52,   90.58,   76.23, 41.3, 4.17, 4.14, 4.09
6, 10143, 3,     1.08, 3,   boost,   33.83,  86428.00, 1321.18,   91.24,   76.56, 41.3, 4.17, 4.14, 4.09
6, 10143, 3,     1.09, 3,   boost,   33.56,  86427.00, 1321.28,   91.33,   76.89, 41.3, 4.17, 4.12, 4.09
6, 10143, 3,     1.10, 3,   boost,   33.29,  86415.00, 1322.41,   92.47,   77.21, 41.3, 4.17, 4.14, 4.11
6, 10143, 3,     1.11, 3,   boost,   33.03,  86415.00, 1322.41,   92.47,   77.54, 41.3, 4.17, 4.14, 4.11
6, 10143, 3,     1.12, 3,   boost,   32.77,  86404.00, 1323.45,   93.51,   77.86, 41.3, 4.15, 4.14, 4.09
6, 10143, 3,     1.13, 3,   boost,   32.52,  86397.00, 1324.12,   94.17,   78.17, 41.3, 4.17, 4.14, 4.11
6, 10143, 3,     1.14, 3,   boost,   32.27,  86384.00, 1325.35,   95.41,   78.49, 41.3, 4.17, 4.14, 4.09
6, 10143, 3,     1.15, 3,   boost,   32.03,  86378.00, 1325.92,   95.97,   78.80, 41.3, 4.17, 4.14, 4.09
6, 10143, 3,     1.16, 3,   boost,   31.80,  86364.00, 1327.24,   97.30,   79.10, 41.3, 4.17, 4.12, 4.09
6, 10143, 3,     1.17, 3,   boost,   31.57,  86359.00, 1327.72,   97.77,   79.41, 41.3, 4.18, 4.14, 4.09
6, 10143, 3,     1.18, 3,   boost,   31.36,  86343.00, 1329.23,   99.29,   79.71, 41.3, 4.17, 4.14, 4.09
6, 10143, 3,     1.19, 3,   boost,   31.14,  86329.00, 1330.56,  100.62,   80.01, 41.3, 4.17, 4.14, 4.09
6, 10143, 3,     1.20, 3,   boost,   30.94,  86328.00, 1330.65,  100.71,   80.30, 41.3, 4.17, 4.14, 4.09
6, 10143, 3,     1.21, 3,   boost,   30.74,  86317.00, 1331.70,  101.75,   80.60, 41.3, 4.17, 4.14, 4.11
6, 10143, 3,     1.22, 3,   boost,   30.55,  86317.00, 1331.70,  101.75,   80.89, 41.3, 4.15, 4.14, 4.11
6, 10143, 3,     1.23, 3,   boost,   30.37,  86298.00, 1333.50,  103.56,   81.18, 41.3, 4.15, 4.14, 4.09
6, 10143, 3,     1.24, 3,   boost,   30.20,  86285.00, 1334.73,  104.79,   81.47, 41.3, 4.17, 4.14, 4.09
6, 10143, 3,     1.25, 3,   boost,   30.03,  86275.00, 1335.68,  105.74,   81.75, 41.3, 4.17, 4.14, 4.11
6, 10143, 3,     1.26, 3,   boost,   29.88,  86261.00, 1337.01,  107.06,   82.04, 41.3, 4.17, 4.14, 4.09
6, 10143, 3,     1.27, 3,   boost,   29.73,  86246.00, 1338.43,  108.49,   82.32, 41.3, 4.17, 4.14, 4.09
6, 10143, 3,     1.28, 3,   boost,   29.59,  86231.00, 1339.85,  109.91,   82.60, 41.3, 4.17, 4.14, 4.09
6, 10143, 3,     1.29, 3,   boost,   29.46,  86214.00, 1341.46,  111.52,   82.88, 41.3, 4.17, 4.14, 4.11
6, 10143, 3,     1.30, 3,   boost,   29.34,  86204.00, 1342.41,  112.47,   83.16, 41.3, 4.17, 4.14, 4.09
6, 10143, 3,     1.31, 3,   boost,   29.22,  86186.00, 1344.12,  114.18,   83.44, 41.3, 4.17, 4.14, 4.09
6, 10143, 3,     1.32, 3,   boost,   29.12,  86177.00, 1344.97,  115.03,   83.71, 41.3, 4.17, 4.14, 4.11
6, 10143, 3,     1.33, 3,   boost,   29.02,  86177.00, 1344.97,  115.03,   83.99, 41.3, 4.17, 4.14, 4.11
6, 10143, 3,     1.34, 3,   boost,   28.94,  86161.00, 1346.49,  116.55,   84.27, 41.3, 4.15, 4.14, 4.09
6, 10143, 3,     1.35, 3,   boost,   28.86,  86145.00, 1348.01,  118.07,   84.54, 41.3, 4.17, 4.14, 4.09
6, 10143, 3,     1.36, 3,   boost,   28.79,  86129.00, 1349.53,  119.59,   84.81, 41.3, 4.17, 4.14, 4.09
6, 10143, 3,     1.37, 3,   boost,   28.73,  86125.00, 1349.91,  119.97,   85.09, 41.3, 4.17, 4.14, 4.09
6, 10143, 3,     1.38, 3,   boost,   28.68,  86114.00, 1350.96,  121.01,   85.36, 41.3, 4.17, 4.14, 4.09
6, 10143, 3,     1.39, 3,   boost,   28.64,  86106.00, 1351.71,  121.77,   85.63, 41.3, 4.17, 4.14, 4.09
6, 10143, 3,     1.40, 3,   boost,   28.61,  86108.00, 1351.52,  121.58,   85.90, 41.3, 4.17, 4.12, 4.09
6, 10143, 3,     1.41, 3,   boost,   28.59,  86100.00, 1352.28,  122.34,   86.18, 41.3, 4.17, 4.14, 4.09
6, 10143, 3,     1.42, 3,   boost,   28.57,  86089.00, 1353.33,  123.39,   86.45, 41.3, 4.17, 4.14, 4.09
6, 10143, 3,     1.43, 3,   boost,   28.57,  86090.00, 1353.23,  123.29,   86.72, 41.3, 4.17, 4.14, 4.11
6, 10143, 3,     1.44, 3,   boost,   28.57,  86090.00, 1353.23,  123.29,   86.99, 41.3, 4.15, 4.14, 4.11
6, 10143, 3,     1.45, 3,   boost,   28.58,  86075.00, 1354.66,  124.72,   87.26, 41.3, 4.15, 4.14, 4.09
6, 10143, 3,     1.46, 3,   boost,   28.60,  86071.00, 1355.04,  125.10,   87.53, 41.3, 4.17, 4.14, 4.09
6, 10143, 3,     1.47, 3,   boost,   28.62,  86065.00, 1355.61,  125.67,   87.80, 41.3, 4.17, 4.14, 4.09
6, 10143, 3,     1.48, 3,   boost,   28.66,  86063.00, 1355.80,  125.86,   88.07, 41.3, 4.17, 4.14, 4.09
6, 10143, 3,     1.49, 3,   boost,   28.70,  86057.00, 1356.37,  126.43,   88.34, 41.3, 4.17, 4.14, 4.11
6, 10143, 3,     1.50, 3,   boost,   28.75,  86060.00, 1356.08,  126.14,   88.61, 41.3, 4.17, 4.14, 4.09
6, 10143, 3,     1.51, 3,   boost,   28.80,  86056.00, 1356.46,  126.52,   88.88, 41.3, 4.17, 4.12, 4.09
6, 10143, 3,     1.52, 3,   boost,   28.86,  86058.00, 1356.27,  126.33,   89.15, 41.3, 4.17, 4.14, 4.11
6, 10143, 3,     1.53, 3,   boost,   28.93,  86050.00, 1357.03,  127.09,   89.43, 41.3, 4.17, 4.14, 4.09
6, 10143, 3,     1.54, 3,   boost,   29.01,  86051.00, 1356.94,  127.00,   89.70, 41.3, 4.17, 4.14, 4.11
6, 10143, 3,     1.55, 3,   boost,   29.09,  86051.00, 1356.94,  127.00,   89.98, 41.3, 4.15, 4.14, 4.11
6, 10143, 3,     1.56, 3,   boost,   29.17,  86044.00, 1357.60,  127.66,   90.25, 41.3, 4.17, 4.14, 4.09
6, 10143, 3,     1.57, 3,   boost,   29.26,  86042.00, 1357.79,  127.85,   90.53, 41.3, 4.17, 4.14, 4.09
6, 10143, 3,     1.58, 3,   boost,   29.36,  86031.00, 1358.84,  128.90,   90.81, 41.3, 4.17, 4.14, 4.09
6, 10143, 3,     1.59, 3,   boost,   29.46,  86044.00, 1357.60,  127.66,   91.10, 41.3, 4.17, 4.14, 4.09
6, 10143, 3,     1.60, 3,   boost,   29.57,  86034.00, 1358.55,  128.61,   91.38, 41.3, 4.17, 4.14, 4.09
6, 10143, 3,     1.61, 3,   boost,   29.67,  86027.00, 1359.22,  129.28,   91.67, 41.3, 4.17, 4.14, 4.09
6, 10143, 3,     1.62, 3,   boost,   29.79,  86027.00, 1359.22,  129.28,   91.96, 41.3, 4.17, 4.14, 4.09
6, 10143, 3,     1.63, 3,   boost,   29.90,  86021.00, 1359.79,  129.85,   92.25, 41.3, 4.17, 4.14, 4.09
6, 10143, 3,     1.64, 3,   boost,   30.02,  86014.00, 1360.46,  130.51,   92.54, 41.3, 4.17, 4.14, 4.09
6, 10143, 3,     1.65, 3,   boost,   30.14,  86005.00, 1361.31,  131.37,   92.83, 41.3, 4.17, 4.14, 4.12
6, 10143, 3,     1.66, 3,   boost,   30.27,  86005.00, 1361.31,  131.37,   93.13, 41.3, 4.15, 4.14, 4.09
6, 10143, 3,     1.67, 3,   boost,   30.39,  85990.00, 1362.74,  132.79,   93.43, 41.3, 4.15, 4.14, 4.09
6, 10143, 3,     1.68, 3,   boost,   30.52,  85964.00, 1365.21,  135.27,   93.73, 41.3, 4.17, 4.14, 4.11
6, 10143, 3,     1.69, 3,   boost,   30.65,  85956.00, 1365.97,  136.03,   94.03, 41.3, 4.17, 4.14, 4.09
6, 10143, 3,     1.70, 3,   boost,   30.78,  85937.00, 1367.78,  137.83,   94.34, 41.3, 4.17, 4.14, 4.09
6, 10143, 3,     1.71, 3,   boost,   30.91,  85919.00, 1369.49,  139.55,   94.64, 41.3, 4.17, 4.14, 4.09
6, 10143, 3,     1.72, 3,   boost,   31.04,  85904.00, 1370.92,  140.97,   94.96, 41.3, 4.17, 4.14, 4.09
6, 10143, 3,     1.73, 3,   boost,   31.17,  85889.00, 1372.34,  142.40,   95.27, 41.3, 4.17, 4.14, 4.09
