day,hour,minute,second,microsecond,baro pressure hpa,acc x,acc y,acc z,gryo x,gryo y,gryo z,humidity,temperature,Ox pressure(psi),Voltage,altitude(meters)
14,13,15,34,81937104,875.553,9.653421,0.814029,-0.03831,-0.00586,0.020784,0.01732,15.73205,45.65766,5.078125,0.512695,1215.007
14,13,15,34,81937447,875.5853,9.653421,0.814029,-0.03831,-0.00719,0.030643,0.002398,15.7229,45.65766,4.345703,0.510864,1214.703
14,13,15,34,81937787,875.6174,9.619903,0.78051,-0.09098,0.00453,0.018919,0.020251,15.7229,45.65766,4.833984,0.512085,1214.402
14,13,15,35,81938127,875.6368,9.619903,0.78051,-0.09098,-0.0024,0.027179,0.013323,15.72137,45.6363,3.857422,0.509644,1214.22
14,13,15,35,81938477,875.5875,9.619903,0.78051,-0.09098,-0.01652,0.028245,0.019452,15.7229,45.65766,4.101562,0.510254,1214.682
14,13,15,35,81938817,875.778,9.624691,0.861913,-0.03831,-0.0048,0.027712,0.015721,15.7229,45.65766,3.979492,0.509949,1212.899
14,13,15,36,81939157,875.6125,9.624691,0.861913,-0.03831,-0.01279,0.024515,0.014922,15.73053,45.6363,4.956055,0.51239,1214.447
14,13,15,36,81939500,875.6302,9.701305,0.828394,-0.05267,-0.01199,0.026913,0.013323,15.72137,45.6363,4.345703,0.510864,1214.283
14,13,15,36,81939840,875.6409,9.701305,0.828394,-0.05267,-0.01146,0.023449,0.014655,15.7229,45.65766,4.833984,0.512085,1214.183
14,13,15,37,81940180,875.6062,9.701305,0.828394,-0.05267,-0.01306,0.023982,0.012524,15.7229,45.65766,4.467773,0.511169,1214.508
14,13,15,37,81940520,875.6922,9.653421,0.837971,-0.1245,-0.00506,0.022916,0.014655,15.7229,45.65766,4.223633,0.510559,1213.702
14,13,15,37,81940863,875.6889,9.653421,0.837971,-0.1245,-0.01359,0.026113,0.008527,15.7229,45.65766,5.078125,0.512695,1213.734
14,13,15,38,81941203,875.6083,9.653421,0.837971,-0.1245,-0.01146,0.019718,0.010658,15.71527,45.65766,4.101562,0.510254,1214.487
14,13,15,38,81941543,875.5389,9.677363,0.785298,-0.0814,-0.01599,0.014922,0.00826,15.70611,45.65766,4.956055,0.51239,1215.137
14,13,15,39,81941886,875.6736,9.677363,0.785298,-0.0814,-0.01306,0.023982,0.009326,15.70764,45.67903,2.026367,0.505066,1213.876
14,13,15,39,81942226,875.6913,9.624691,0.861913,0,-0.01466,0.024248,0.016254,15.69848,45.67903,4.711914,0.51178,1213.71
14,13,15,39,81942566,875.7349,9.624691,0.861913,0,-0.00719,0.020251,0.016521,15.69848,45.65766,5.078125,0.512695,1213.303
14,13,15,40,81942916,875.697,9.624691,0.861913,0,-0.00959,0.022383,0.015188,15.68933,45.65766,4.589844,0.511475,1213.657
14,13,15,40,81943256,875.6381,9.662998,0.684742,0.062249,-0.01332,0.025314,0.016254,15.68017,45.65766,4.711914,0.51178,1214.209
14,13,15,40,81943596,875.6971,9.662998,0.684742,0.062249,-0.01093,0.014389,0.013856,15.66339,45.6363,4.833984,0.512085,1213.657
14,13,15,41,81943939,875.6774,9.662998,0.684742,0.062249,-0.01039,0.030643,0.006928,15.66339,45.65766,4.956055,0.51239,1213.839
14,13,15,41,81944279,875.7414,9.677363,0.842759,-0.01915,-0.01412,0.023982,0.011991,15.6466,45.65766,4.711914,0.51178,1213.24
14,13,15,41,81944619,875.7076,9.677363,0.842759,-0.01915,-0.02158,0.013856,0.018652,15.6466,45.65766,4.956055,0.51239,1213.557
14,13,15,42,81944959,875.5613,9.672575,0.828394,-0.11013,-0.01226,0.014389,0.007727,15.63897,45.67903,4.956055,0.51239,1214.928
14,13,15,42,81945302,875.6887,9.672575,0.828394,-0.11013,-0.01306,0.026913,0.012257,15.62219,45.67903,4.833984,0.512085,1213.734
14,13,15,42,81945642,875.6085,9.672575,0.828394,-0.11013,-0.01279,0.016254,0.012524,15.62066,45.65766,5.078125,0.512695,1214.487
14,13,15,43,81945982,875.7601,9.581595,1.029507,-0.39744,-0.01093,0.018386,0.017054,15.61303,45.65766,4.345703,0.510864,1213.065
14,13,15,43,81946325,875.6165,9.581595,1.029507,-0.39744,-0.00453,0.022649,0.015721,15.62066,45.65766,4.589844,0.511475,1214.413
14,13,15,43,81946665,875.5987,9.581595,1.029507,-0.39744,-0.01093,0.023182,0.013057,15.62982,45.65766,5.200195,0.513,1214.579
14,13,15,44,81947005,875.8155,9.691729,0.761356,-0.05267,-0.01066,0.017587,0.013323,15.62982,45.65766,3.735352,0.509338,1212.547
14,13,15,44,81947355,875.4991,9.691729,0.761356,-0.05267,0.002398,0.031443,0.017054,15.63897,45.65766,4.345703,0.510864,1215.512
14,13,15,44,81947695,875.6594,9.68694,0.78051,0.076614,-0.01732,0.03091,0.009593,15.65576,45.65766,5.444336,0.513611,1214.008
14,13,15,45,81948035,875.6466,9.68694,0.78051,0.076614,-0.00506,0.020784,0.014123,15.6466,45.65766,5.200195,0.513,1214.127
14,13,15,45,81948375,875.7885,9.68694,0.78051,0.076614,-0.01412,0.019718,0.008793,15.65576,45.65766,4.223633,0.510559,1212.801
14,13,15,45,81948718,875.6299,9.634268,0.790087,-0.10056,-0.00986,0.019452,0.014123,15.65576,45.65766,5.200195,0.513,1214.286
14,13,15,46,81949058,875.7073,9.634268,0.790087,-0.10056,-0.01066,0.017587,0.013057,15.65576,45.65766,4.467773,0.511169,1213.559
14,13,15,46,81949398,875.7542,9.634268,0.790087,-0.10056,-0.01332,0.011724,0.009859,15.64813,45.67903,4.467773,0.511169,1213.121
14,13,15,46,81949741,875.7404,9.648633,0.80924,-0.11492,-0.00853,0.018386,0.014922,15.63897,45.65766,5.200195,0.513,1213.25
14,13,15,47,81950081,875.6913,9.648633,0.80924,-0.11492,-0.01279,0.019185,0.017587,15.62982,45.65766,3.735352,0.509338,1213.71
14,13,15,47,81950421,875.6356,9.734824,0.818817,0.004788,-0.01572,0.020784,0.023182,15.61303,45.65766,4.345703,0.510864,1214.233
14,13,15,47,81950764,875.6366,9.734824,0.818817,0.004788,-0.0016,0.023449,0.007194,15.60388,45.65766,4.589844,0.511475,1214.222
14,13,15,48,81951146,875.6998,9.734824,0.818817,0.004788,-0.00773,0.02185,0.005862,15.58709,45.65766,4.345703,0.510864,1213.631
14,13,15,48,81951486,875.6635,9.677363,0.785298,-0.01437,-0.01172,0.019452,0.001332,15.57031,45.65766,4.711914,0.51178,1213.971
14,13,15,48,81951826,875.8048,9.677363,0.785298,-0.01437,-0.02132,0.020518,0.014389,15.55505,45.67903,5.200195,0.513,1212.648
14,13,15,49,81952176,875.7451,9.677363,0.785298,-0.01437,-0.00533,0.023182,0.014922,15.54437,45.65766,4.101562,0.510254,1213.205
14,13,15,49,81952516,875.9035,9.65821,0.823605,0.009577,-0.00906,0.026113,0.018652,15.53674,45.65766,4.589844,0.511475,1211.723
14,13,15,49,81952856,875.6736,9.65821,0.823605,0.009577,-0.01066,0.018919,0.016254,15.51995,45.65766,3.735352,0.509338,1213.876
14,13,15,50,81953199,875.7357,9.734824,0.833182,-0.05746,0,0.034107,0.015721,15.5108,45.65766,4.223633,0.510559,1213.295
14,13,15,50,81953539,875.642,9.734824,0.833182,-0.05746,-0.01492,0.020518,0.013057,15.5108,45.65766,4.223633,0.510559,1214.172
14,13,15,51,81953879,875.6957,9.734824,0.833182,-0.05746,-0.02105,0.021583,0.010658,15.5108,45.65766,3.735352,0.509338,1213.67
14,13,15,51,81954222,875.7614,9.691729,0.78051,-0.0814,-0.01945,0.022116,0.009859,15.50317,45.65766,4.589844,0.511475,1213.055
14,13,15,51,81954562,875.7366,9.691729,0.78051,-0.0814,-0.01972,0.016254,0.012524,15.50317,45.65766,4.833984,0.512085,1213.287
14,13,15,52,81954902,875.7106,9.734824,0.770933,0.052672,-0.02025,0.017587,0.011458,15.50317,45.65766,3.00293,0.507507,1213.53
14,13,15,52,81955242,875.6027,9.734824,0.770933,0.052672,-0.01972,0.018386,0.00373,15.50317,45.65766,4.956055,0.51239,1214.542
14,13,15,52,81955585,875.7216,9.734824,0.770933,0.052672,-0.01332,0.016521,0.013323,15.49401,45.65766,3.24707,0.508118,1213.427
14,13,15,53,81955925,875.6693,9.624691,0.852336,-0.09098,-0.01412,0.024781,0.012524,15.49554,45.67903,4.467773,0.511169,1213.916
14,13,15,53,81956265,875.7576,9.624691,0.852336,-0.09098,-0.01412,0.02185,0.014123,15.49554,45.67903,5.078125,0.512695,1213.089
14,13,15,53,81956615,875.774,9.624691,0.852336,-0.09098,0.000266,0.019452,0.011724,15.49401,45.65766,5.322266,0.513306,1212.936
14,13,15,54,81957000,875.7197,9.682152,0.842759,-0.10535,-0.0048,0.018652,0.007994,15.48486,45.65766,4.711914,0.51178,1213.446
14,13,15,54,81957340,875.658,9.682152,0.842759,-0.10535,-0.01199,0.028245,0.013856,15.47875,45.67903,4.101562,0.510254,1214.022
14,13,15,54,81957683,875.7385,9.639056,0.794875,-0.01437,-0.0064,0.022383,0.015455,15.46807,45.65766,5.078125,0.512695,1213.269
14,13,15,55,81958023,875.7096,9.639056,0.794875,-0.01437,-0.00879,0.013856,0.015721,15.47723,45.65766,5.200195,0.513,1213.538
14,13,15,55,81958363,875.7256,9.639056,0.794875,-0.01437,-0.00053,0.028778,0.018119,15.46807,45.65766,4.956055,0.51239,1213.39
14,13,15,55,81958703,875.7788,9.677363,0.818817,0.014365,-0.00719,0.021317,0.009593,15.46044,45.65766,5.078125,0.512695,1212.891
14,13,15,56,81959046,875.7222,9.677363,0.818817,0.014365,-0.01519,0.033841,0.014922,15.46044,45.65766,5.078125,0.512695,1213.419
14,13,15,56,81959386,875.6215,9.677363,0.818817,0.014365,-0.00853,0.021051,0.004263,15.46044,45.65766,5.566406,0.513916,1214.365
14,13,15,56,81959726,875.6651,9.629479,0.775721,-0.06704,-0.0024,0.02638,0.013057,15.45281,45.67903,4.956055,0.51239,1213.956
14,13,15,57,81960069,875.6919,9.629479,0.775721,-0.06704,0.008527,0.024781,0.015455,15.45281,45.67903,4.467773,0.511169,1213.705
14,13,15,57,81960409,875.7476,9.615114,0.746991,-0.05267,-0.00213,0.028511,0.005862,15.45281,45.67903,4.345703,0.510864,1213.184
14,13,15,57,81960749,875.7308,9.615114,0.746991,-0.05267,-0.00613,0.010658,0.004263,15.45129,45.65766,4.711914,0.51178,1213.34
14,13,15,58,81961099,875.6693,9.615114,0.746991,-0.05267,-0.01146,0.017853,0.013057,15.44366,45.67903,5.566406,0.513916,1213.916
14,13,15,58,81961439,875.6937,9.595961,0.833182,-0.10535,-0.0032,0.025847,0.015721,15.44366,45.65766,4.467773,0.511169,1213.686
14,13,15,58,81961779,875.6334,9.595961,0.833182,-0.10535,0.000799,0.020784,0.016254,15.44213,45.6363,4.956055,0.51239,1214.254
14,13,15,59,81962122,875.6533,9.595961,0.833182,-0.10535,-0.00773,0.026646,0.012524,15.45281,45.67903,4.223633,0.510559,1214.067
14,13,15,59,81962462,875.6,9.682152,0.799663,-0.11971,-0.01146,0.022916,0.013057,15.44366,45.67903,3.979492,0.509949,1214.566
14,13,15,59,81962802,875.6072,9.682152,0.799663,-0.11971,-0.01279,0.025047,0.014123,15.44366,45.65766,3.857422,0.509644,1214.5
14,13,16,0,81963142,875.6633,9.744401,0.828394,-0.0814,-0.00293,0.017853,0.015721,15.43603,45.70039,3.979492,0.509949,1213.974
14,13,16,0,81963485,875.5992,9.744401,0.828394,-0.0814,-0.00826,0.025847,0.013057,15.43603,45.67903,5.078125,0.512695,1214.574
14,13,16,0,81963825,875.6144,9.744401,0.828394,-0.0814,-0.00986,0.023182,0.014123,15.42535,45.65766,4.711914,0.51178,1214.431
14,13,16,1,81964165,875.5884,9.639056,0.770933,-0.0814,-0.00213,0.019452,0.013057,15.42535,45.65766,4.711914,0.51178,1214.674
14,13,16,1,81964508,875.6444,9.639056,0.770933,-0.0814,-0.0032,0.027712,0.019185,15.41009,45.67903,4.589844,0.511475,1214.151
14,13,16,1,81964848,875.7703,9.639056,0.770933,-0.0814,-0.00586,0.023182,0.010658,15.3933,45.67903,4.101562,0.510254,1212.97
14,13,16,2,81965188,875.5845,9.696517,0.794875,-0.09577,-0.0056,0.029844,0.007194,15.39025,45.6363,4.345703,0.510864,1214.711
14,13,16,2,81965538,875.642,9.696517,0.794875,-0.09577,-0.00719,0.024515,0.003997,15.39178,45.65766,4.833984,0.512085,1214.172
14,13,16,3,81965878,875.6353,9.682152,0.861913,-0.08619,-0.01226,0.033308,0.014123,15.3933,45.67903,4.956055,0.51239,1214.236
14,13,16,3,81966218,875.6529,9.682152,0.861913,-0.08619,-0.01119,0.023182,0.016254,15.38415,45.65766,4.467773,0.511169,1214.069
14,13,16,3,81966558,875.6907,9.682152,0.861913,-0.08619,-0.0064,0.024515,0.014389,15.38262,45.6363,4.589844,0.511475,1213.715
14,13,16,4,81966901,875.7,9.672575,0.790087,-0.13408,-0.00799,0.018919,0.010925,15.37652,45.67903,4.589844,0.511475,1213.628
14,13,16,4,81967241,875.6177,9.672575,0.790087,-0.13408,-0.0064,0.02185,0.007461,15.3933,45.67903,4.101562,0.510254,1214.4
14,13,16,4,81967581,875.6188,9.672575,0.790087,-0.13408,-0.00826,0.019452,0.005596,15.40093,45.65766,4.101562,0.510254,1214.389
14,13,16,5,81967967,875.6284,9.610326,0.742203,-0.02873,-0.00746,0.020518,0.010392,15.41772,45.65766,5.078125,0.512695,1214.299
14,13,16,5,81968307,875.6478,9.610326,0.742203,-0.02873,-0.01759,0.014123,0.024781,15.42535,45.65766,5.078125,0.512695,1214.117
14,13,16,5,81968647,875.7085,9.682152,0.766145,-0.11492,-0.02238,0.026646,0.011991,15.42687,45.67903,4.223633,0.510559,1213.549
14,13,16,6,81968990,875.63,9.682152,0.766145,-0.11492,-0.01972,0.02638,0.019452,15.41924,45.67903,4.589844,0.511475,1214.286
14,13,16,6,81969330,875.67,9.682152,0.766145,-0.11492,-0.01519,0.023982,0.018919,15.40093,45.65766,3.491211,0.508728,1213.911
14,13,16,6,81969670,875.6572,9.677363,0.80924,-0.14365,-0.0024,0.019452,0.007461,15.40093,45.67903,3.735352,0.509338,1214.03
14,13,16,7,81970010,875.6665,9.677363,0.80924,-0.14365,-0.00693,0.015721,0.011458,15.3933,45.67903,4.711914,0.51178,1213.942
14,13,16,7,81970360,875.6996,9.662998,0.756568,-0.03831,-0.0064,0.026113,0.005329,15.40093,45.65766,4.589844,0.511475,1213.633
14,13,16,7,81970700,875.7438,9.662998,0.756568,-0.03831,-0.00933,0.011724,0.007461,15.39178,45.65766,4.345703,0.510864,1213.218
14,13,16,8,81971040,875.6904,9.662998,0.756568,-0.03831,-0.02425,0.029577,0.010658,15.40093,45.67903,3.613281,0.509033,1213.718
14,13,16,8,81971383,875.6683,9.586384,0.804452,-0.05746,-0.01839,0.017054,0.019185,15.40093,45.67903,5.078125,0.512695,1213.927
14,13,16,8,81971723,875.6827,9.586384,0.804452,-0.05746,-0.01839,0.014123,0.018919,15.39178,45.65766,3.735352,0.509338,1213.792
14,13,16,9,81972063,875.6091,9.586384,0.804452,-0.05746,-0.01519,0.019185,0.010658,15.39178,45.65766,4.589844,0.511475,1214.479
14,13,16,9,81972406,875.6693,9.677363,0.818817,-0.05267,-0.0064,0.023182,0.006395,15.37652,45.67903,4.467773,0.511169,1213.916
14,13,16,9,81972746,875.5859,9.677363,0.818817,-0.05267,-0.01599,0.027446,0.011724,15.36736,45.67903,4.711914,0.51178,1214.698
14,13,16,10,81973086,875.6414,9.615114,0.794875,-0.09098,-0.0024,0.02558,0.015188,15.35821,45.65766,3.24707,0.508118,1214.177
14,13,16,10,81973426,875.6096,9.615114,0.794875,-0.09098,-0.00879,0.018919,0.009326,15.34905,45.65766,3.857422,0.509644,1214.476
14,13,16,10,81973769,875.6412,9.615114,0.794875,-0.09098,-0.00373,0.027712,0.013856,15.35058,45.67903,4.956055,0.51239,1214.18
14,13,16,11,81974109,875.6537,9.706094,0.770933,-0.15323,-0.01519,0.015721,0.015721,15.35058,45.67903,3.613281,0.509033,1214.061
14,13,16,11,81974449,875.6796,9.706094,0.770933,-0.15323,-0.00719,0.024515,0.010392,15.34905,45.65766,4.711914,0.51178,1213.821
14,13,16,11,81974799,875.6652,9.706094,0.770933,-0.15323,-0.00187,0.022116,0.012257,15.35973,45.67903,4.956055,0.51239,1213.956
14,13,16,12,81975139,875.7293,9.720459,0.708684,0.014365,-0.00426,0.021317,0.00826,15.36736,45.67903,4.833984,0.512085,1213.356
14,13,16,12,81975479,875.6366,9.720459,0.708684,0.014365,-0.01093,0.023449,0.005063,15.37652,45.67903,4.589844,0.511475,1214.222
14,13,16,12,81975822,875.6605,9.667787,0.823605,-0.03352,-0.01519,0.023715,0.014389,15.36736,45.67903,4.101562,0.510254,1213.998
14,13,16,13,81976162,875.6658,9.667787,0.823605,-0.03352,-0.02025,0.018119,0.015988,15.36736,45.67903,4.711914,0.51178,1213.948
14,13,16,13,81976502,875.6835,9.667787,0.823605,-0.03352,-0.00613,0.02185,0.012524,15.34295,45.67903,5.078125,0.512695,1213.784
14,13,16,13,81976842,875.605,9.691729,0.866701,-0.12929,-0.00213,0.018919,0.01359,15.33379,45.67903,4.101562,0.510254,1214.518
14,13,16,14,81977185,875.6617,9.691729,0.866701,-0.12929,-0.00933,0.029577,0.010126,15.30785,45.67903,4.345703,0.510864,1213.987
14,13,16,14,81977525,875.7306,9.691729,0.866701,-0.12929,-0.01252,0.014123,0.014922,15.30785,45.67903,4.833984,0.512085,1213.343
14,13,16,14,81977865,875.706,9.77792,0.799663,-0.04788,-0.01466,0.021317,0.010658,15.30785,45.65766,4.223633,0.510559,1213.572
14,13,16,15,81978208,875.7042,9.77792,0.799663,-0.04788,-0.01466,0.025847,0.020784,15.30022,45.67903,4.711914,0.51178,1213.591
14,13,16,15,81978592,875.6343,9.662998,0.857124,-0.0814,-0.00053,0.021051,0.014123,15.30022,45.67903,4.345703,0.510864,1214.244
14,13,16,16,81978932,875.6529,9.662998,0.857124,-0.0814,-0.01093,0.017853,0.011458,15.30022,45.67903,4.345703,0.510864,1214.069
14,13,16,16,81979282,875.679,9.662998,0.857124,-0.0814,-0.01972,0.014389,0.012257,15.28344,45.67903,5.078125,0.512695,1213.826
14,13,16,16,81979622,875.5888,9.706094,0.78051,-0.09577,-0.01172,0.025847,0.018119,15.30022,45.70039,3.857422,0.509644,1214.672
14,13,16,17,81979962,875.8102,9.706094,0.78051,-0.09577,-0.01093,0.021583,0.013057,15.30785,45.67903,4.467773,0.511169,1212.597
14,13,16,17,81980302,875.6396,9.706094,0.78051,-0.09577,-0.01359,0.031176,0.018652,15.30022,45.67903,4.467773,0.511169,1214.196
14,13,16,17,81980640,875.6509,9.77792,0.708684,-0.01437,-0.00906,0.018652,0.002665,15.29107,45.67903,4.101562,0.510254,1214.088
14,13,16,18,81980980,875.6818,9.77792,0.708684,-0.01437,-0.00586,0.021583,0.00826,15.29259,45.70039,4.345703,0.510864,1213.8
14,13,16,18,81981320,875.6537,9.610326,0.732626,-0.04788,-0.00799,0.016254,0.011458,15.30022,45.67903,4.223633,0.510559,1214.061
14,13,16,18,81981663,875.6937,9.610326,0.732626,-0.04788,-0.01146,0.021051,0.009593,15.28954,45.65766,4.956055,0.51239,1213.686
14,13,16,19,81982003,875.627,9.610326,0.732626,-0.04788,-0.01785,0.019985,0.018119,15.30022,45.67903,4.467773,0.511169,1214.312
14,13,16,19,81982343,875.5902,9.615114,0.794875,0,-0.01519,0.022116,0.009593,15.30022,45.67903,4.833984,0.512085,1214.656
14,13,16,19,81982686,875.6637,9.615114,0.794875,0,-0.02212,0.024515,0.009326,15.30785,45.67903,4.956055,0.51239,1213.969
14,13,16,20,81983026,875.6699,9.442732,1.431733,-0.48363,-0.01625,0.018119,0.006395,15.32464,45.67903,5.322266,0.513306,1213.911
14,13,16,20,81983366,875.7178,9.442732,1.431733,-0.48363,-0.00826,0.016254,0.009859,15.31701,45.67903,4.589844,0.511475,1213.461
14,13,16,20,81983716,875.7236,9.442732,1.431733,-0.48363,-0.00719,0.014123,0.013856,15.31701,45.67903,4.711914,0.51178,1213.409
14,13,16,21,81984056,875.6158,9.701305,0.833182,-0.0431,-0.01119,0.022649,0.006928,15.30785,45.67903,3.613281,0.509033,1214.418
14,13,16,21,81984396,875.6053,9.701305,0.833182,-0.0431,-0.02398,0.018652,0.014922,15.31548,45.65766,4.345703,0.510864,1214.516
14,13,16,21,81984780,875.7112,9.701305,0.833182,-0.0431,-0.00773,0.031443,0.007461,15.31701,45.67903,4.223633,0.510559,1213.525
14,13,16,22,81985123,875.6353,9.65821,0.823605,-0.09098,-0.01332,0.028245,0.010126,15.30785,45.67903,4.467773,0.511169,1214.236
14,13,16,22,81985463,875.7062,9.65821,0.823605,-0.09098,-0.00693,0.018919,0.013057,15.31701,45.67903,4.833984,0.512085,1213.57
14,13,16,22,81985803,875.6236,9.730036,0.746991,-0.07183,-0.00693,0.021317,0.008793,15.31701,45.67903,4.589844,0.511475,1214.344
14,13,16,23,81986146,875.6585,9.730036,0.746991,-0.07183,-0.004,0.017853,0.011191,15.31701,45.67903,5.688477,0.514221,1214.016
14,13,16,23,81986486,875.6583,9.730036,0.746991,-0.07183,-0.01759,0.024248,0.009859,15.31701,45.67903,3.735352,0.509338,1214.019
14,13,16,23,81986826,875.6237,9.682152,0.804452,0,-0.01892,0.02185,0.011458,15.31701,45.67903,4.711914,0.51178,1214.344
14,13,16,24,81987169,875.6398,9.682152,0.804452,0,-0.00719,0.021317,0.009326,15.32464,45.67903,3.979492,0.509949,1214.193
14,13,16,24,81987509,875.7357,9.682152,0.804452,0,0.006928,0.027712,0.006928,15.32464,45.67903,3.857422,0.509644,1213.295
14,13,16,24,81987849,875.6774,9.730036,0.794875,-0.15802,-0.01679,0.032775,0.014389,15.32616,45.70039,4.956055,0.51239,1213.839
14,13,16,25,81988189,875.644,9.730036,0.794875,-0.15802,-0.01519,0.029577,0.015455,15.32464,45.67903,4.223633,0.510559,1214.154
14,13,16,25,81988625,875.6152,9.734824,0.847547,-0.09098,-0.01812,0.029844,0.016521,15.31701,45.67903,4.467773,0.511169,1214.423
14,13,16,26,81988965,875.6363,9.734824,0.847547,-0.09098,-0.00826,0.022116,0.011458,15.32616,45.70039,3.979492,0.509949,1214.225
14,13,16,26,81989305,875.6171,9.734824,0.847547,-0.09098,-0.00453,0.019985,0.013856,15.31548,45.65766,4.589844,0.511475,1214.407
14,13,16,26,81989648,875.6772,9.725247,0.770933,-0.04788,-0.00506,0.018119,0.011724,15.32464,45.67903,4.223633,0.510559,1213.842
14,13,16,27,81989988,875.5721,9.725247,0.770933,-0.04788,-0.01705,0.019985,0.011458,15.32464,45.67903,3.735352,0.509338,1214.828
14,13,16,27,81990328,875.7079,9.706094,0.718261,-0.0431,-0.02078,0.019985,0.016254,15.33379,45.67903,3.979492,0.509949,1213.554
14,13,16,27,81990671,875.5656,9.706094,0.718261,-0.0431,-0.02531,0.022116,0.017587,15.34295,45.67903,4.833984,0.512085,1214.888
14,13,16,28,81991011,875.6872,9.706094,0.718261,-0.0431,-0.00213,0.02185,0.015455,15.35973,45.70039,4.101562,0.510254,1213.75
14,13,16,28,81991351,875.7655,9.662998,0.80924,-0.01915,0.003997,0.020784,0.010658,15.36736,45.67903,5.322266,0.513306,1213.015
14,13,16,28,81991691,875.642,9.662998,0.80924,-0.01915,-0.00453,0.019718,0.005596,15.37652,45.67903,4.467773,0.511169,1214.172
14,13,16,29,81992034,875.6277,9.662998,0.80924,-0.01915,-0.02798,0.019985,0.011991,15.38415,45.67903,5.078125,0.512695,1214.307
14,13,16,29,81992416,875.6249,9.667787,0.833182,0.004788,-0.01759,0.022649,0.009326,15.40093,45.67903,4.467773,0.511169,1214.333
14,13,16,29,81992756,875.5324,9.667787,0.833182,0.004788,-0.02292,0.030377,0.012524,15.41161,45.70039,4.711914,0.51178,1215.2
14,13,16,30,81993149,875.5758,9.629479,0.785298,-0.0814,-0.01759,0.015721,0.014922,15.41161,45.70039,4.956055,0.51239,1214.793
14,13,16,30,81993489,875.5989,9.629479,0.785298,-0.0814,-0.00453,0.027179,0.01279,15.40093,45.67903,4.345703,0.510864,1214.577
14,13,16,30,81993829,875.7251,9.629479,0.785298,-0.0814,0.001066,0.023982,0.011191,15.38415,45.67903,4.101562,0.510254,1213.395
14,13,16,31,81994172,875.7366,9.662998,0.737414,0.043096,0.002132,0.03011,0.017587,15.37652,45.67903,4.345703,0.510864,1213.287
14,13,16,31,81994512,875.6834,9.662998,0.737414,0.043096,-0.01625,0.015188,0.013057,15.35973,45.70039,4.956055,0.51239,1213.784
14,13,16,31,81994852,875.6322,9.624691,0.790087,-0.11013,-0.02025,0.033841,0.013057,15.32616,45.70039,4.711914,0.51178,1214.265
14,13,16,32,81995192,875.6454,9.624691,0.790087,-0.11013,-0.01252,0.022116,0.010658,15.31853,45.70039,4.101562,0.510254,1214.141
14,13,16,32,81995535,875.632,9.624691,0.790087,-0.11013,-0.0032,0.023982,0.009593,15.30022,45.67903,5.200195,0.513,1214.265
14,13,16,32,81995875,875.6661,9.701305,0.737414,-0.10056,0.002132,0.028778,0.012524,15.29259,45.70039,3.857422,0.509644,1213.948
14,13,16,33,81996215,875.7651,9.701305,0.737414,-0.10056,-0.00719,0.019452,0.016787,15.27581,45.70039,4.467773,0.511169,1213.018
14,13,16,33,81996558,875.6759,9.701305,0.737414,-0.10056,-0.00586,0.022649,0.009859,15.2575,45.67903,5.200195,0.513,1213.855
14,13,16,34,81996898,875.6464,9.667787,0.746991,-0.09577,-0.01412,0.022916,0.017587,15.24987,45.70039,4.467773,0.511169,1214.133
14,13,16,34,81997238,875.6959,9.667787,0.746991,-0.09577,-0.00879,0.028778,0.013856,15.23156,45.67903,5.078125,0.512695,1213.668
14,13,16,34,81997588,875.7147,9.706094,0.799663,-0.09098,-0.01679,0.031443,0.008793,15.21325,45.65766,4.711914,0.51178,1213.49
14,13,16,35,81997928,875.7166,9.706094,0.799663,-0.09098,-0.01519,0.031709,0.006662,15.19799,45.67903,4.223633,0.510559,1213.475
14,13,16,35,81998268,875.6576,9.706094,0.799663,-0.09098,-0.00853,0.023715,0.013057,15.18883,45.67903,4.833984,0.512085,1214.027
14,13,16,35,81998611,875.6171,9.586384,0.766145,-0.10535,-0.01093,0.023982,0.010658,15.1812,45.67903,3.979492,0.509949,1214.407
14,13,16,36,81998951,875.6215,9.586384,0.766145,-0.10535,-0.01812,0.018919,0.018652,15.16442,45.67903,4.101562,0.510254,1214.365
14,13,16,36,81999291,875.6622,9.586384,0.766145,-0.10535,-0.02132,0.016254,0.014922,15.15526,45.67903,4.467773,0.511169,1213.982
14,13,16,36,81999631,875.5925,9.643845,0.732626,-0.06704,-0.01599,0.019985,0.007461,15.15526,45.67903,4.467773,0.511169,1214.637
14,13,16,37,81999974,875.6444,9.643845,0.732626,-0.06704,-0.01279,0.028778,0.007994,15.13848,45.67903,5.078125,0.512695,1214.151
14,13,16,37,82000314,875.6601,9.672575,0.694318,-0.05746,-0.01599,0.028245,0.00826,15.13848,45.67903,4.711914,0.51178,1214.003
14,13,16,37,82000654,875.5843,9.672575,0.694318,-0.05746,-0.01412,0.023182,0.007994,15.12932,45.67903,4.467773,0.511169,1214.714
14,13,16,38,82000997,875.6874,9.672575,0.694318,-0.05746,-0.01279,0.022649,0.010658,15.14,45.70039,3.979492,0.509949,1213.747
14,13,16,38,82001337,875.538,9.691729,0.775721,-0.11492,-0.01812,0.03011,0.005596,15.13848,45.67903,5.078125,0.512695,1215.145
14,13,16,38,82001677,875.7115,9.691729,0.775721,-0.11492,-0.00933,0.022383,0.016254,15.13848,45.67903,4.589844,0.511475,1213.52
